100,0.4651163,1.0524714,1.201086956521739
200,0.4651163,1.0310582,1.0292682926829269
300,0.5232558,1.0114429,0.897872340425532
400,0.51744187,0.9990265,0.6551724137931034
500,0.4883721,0.9973773,0.8472222222222222
600,0.48255813,0.9972896,0.6129032258064516
700,0.47674417,0.99884653,0.953125
800,0.48255813,0.9966654,0.9047619047619048
900,0.47093022,0.99792844,0.9047619047619048
1000,0.47674417,0.99521875,1.1176470588235294
1100,0.47674417,0.9954787,0.8714285714285714
1200,0.47674417,0.99606144,1.0
1300,0.48255813,0.99191123,1.0555555555555556
1400,0.48255813,0.9941612,0.9047619047619048
1500,0.48255813,0.9926119,1.1875
1600,0.49418604,0.99271107,1.0
1700,0.48255813,0.9944691,1.0
1800,0.48255813,0.9937152,0.95
1900,0.49418604,0.9871572,0.95
2000,0.49418604,0.98818314,1.0
2100,0.4883721,0.99356204,1.0555555555555556
2200,0.4883721,0.9889432,1.106060606060606
2300,0.49418604,0.9873835,1.1363636363636365
2400,0.4883721,0.98693687,1.1875
2500,0.4883721,0.9861914,1.2666666666666666
2600,0.49418604,0.9881005,1.0555555555555556
2700,0.4883721,0.99115574,0.95
2800,0.4883721,0.9870119,1.1176470588235294
2900,0.5,0.98616683,1.2666666666666666
3000,0.49418604,0.9890859,0.95
3100,0.49418604,0.98826617,0.95
3200,0.4883721,0.9855181,1.0735294117647058
3300,0.49418604,0.98655534,1.1875
3400,0.49418604,0.99181074,1.0555555555555556
3500,0.4883721,0.98695934,1.0555555555555556
3600,0.4883721,0.9938322,1.0416666666666667
3700,0.5,0.98391,1.1875
3800,0.49418604,0.99043316,1.22
3900,0.49418604,0.98943,1.0735294117647058
4000,0.49418604,0.98405814,1.0
4100,0.49418604,0.9837523,1.1176470588235294
4200,0.49418604,0.98386914,1.0
4300,0.4883721,0.98836696,1.1774193548387097
4400,0.5,0.98122513,1.0555555555555556
4500,0.4883721,0.9847479,0.95
4600,0.5,0.9804192,1.0555555555555556
4700,0.4883721,0.98521715,1.0
4800,0.49418604,0.98168105,1.0166666666666666
4900,0.4883721,0.9854767,1.1176470588235294
5000,0.4883721,0.9892612,1.1730769230769231
5100,0.49418604,0.983949,1.0
5200,0.4883721,0.98687965,1.0
5300,0.4883721,0.9845915,1.201219512195122
5400,0.49418604,0.98198706,1.0517241379310345
5500,0.48255813,0.98750484,1.2586206896551724
5600,0.5,0.982569,1.2666666666666666
5700,0.48255813,0.9850691,0.95
5800,0.48255813,0.98678964,1.0555555555555556
5900,0.48255813,0.98409057,1.1730769230769231
6000,0.48255813,0.9884851,1.0138888888888888
6100,0.4883721,0.98573,1.1176470588235294
6200,0.5,0.98122495,1.0555555555555556
6300,0.48255813,0.98601,1.0
6400,0.49418604,0.9832411,1.1176470588235294
6500,0.48255813,0.98595124,1.0
6600,0.48255813,0.9859251,1.0555555555555556
6700,0.49418604,0.9832985,1.1176470588235294
6800,0.48255813,0.9851271,1.0416666666666667
6900,0.48255813,0.98309875,1.3035714285714286
7000,0.4883721,0.9841094,1.1176470588235294
7100,0.48255813,0.9848686,1.22
7200,0.48255813,0.9851594,1.0
7300,0.48255813,0.9846649,1.1363636363636365
7400,0.48255813,0.98364115,1.1176470588235294
7500,0.4883721,0.98775506,1.0
7600,0.48255813,0.9850293,0.95
7700,0.48255813,0.9815864,1.1363636363636365
7800,0.48255813,0.9819801,1.0
7900,0.48255813,0.9819468,1.0416666666666667
8000,0.48255813,0.98194563,1.0
8100,0.4883721,0.98711836,1.1363636363636365
8200,0.50581396,0.9791968,1.1176470588235294
8300,0.48255813,0.98598623,1.0
8400,0.48255813,0.98167676,1.0555555555555556
8500,0.48255813,0.9822607,1.0555555555555556
8600,0.4883721,0.9810508,1.0
8700,0.5,0.98106724,1.1176470588235294
8800,0.48255813,0.9834578,1.0555555555555556
8900,0.48255813,0.98340356,1.0869565217391304
9000,0.48255813,0.98198664,1.0
9100,0.4883721,0.9796849,0.95
9200,0.4883721,0.98098797,1.0555555555555556
9300,0.48255813,0.9831189,1.0555555555555556
9400,0.4883721,0.9805758,1.0
9500,0.4883721,0.9802962,1.0
9600,0.48255813,0.9811407,1.0
9700,0.48255813,0.9832596,1.0735294117647058
9800,0.48255813,0.98424107,1.0869565217391304
9900,0.48255813,0.9808159,1.0
10000,0.48255813,0.9838633,1.0555555555555556
10100,0.48255813,0.9808575,0.9047619047619048
10200,0.48255813,0.98422205,1.0
10300,0.48255813,0.9856114,1.0
10400,0.4883721,0.98565656,1.0416666666666667
10500,0.48255813,0.98088163,1.22
10600,0.4883721,0.9795118,1.2166666666666666
10700,0.4883721,0.98072755,1.0
10800,0.48255813,0.983066,1.0
10900,0.48255813,0.98315173,0.9047619047619048
11000,0.48255813,0.9826961,1.0
11100,0.49418604,0.9804633,1.1176470588235294
11200,0.48255813,0.9848537,1.1363636363636365
11300,0.48255813,0.9840437,1.2586206896551724
11400,0.4883721,0.9812473,1.0
11500,0.48255813,0.9813823,1.0416666666666667
11600,0.48255813,0.98325026,1.0
11700,0.48255813,0.9844049,1.1176470588235294
11800,0.4883721,0.98026216,1.0555555555555556
11900,0.4883721,0.9785856,0.95
12000,0.48255813,0.98233163,1.1363636363636365
12100,0.48255813,0.9834157,1.1296296296296295
12200,0.48255813,0.98162574,1.1363636363636365
12300,0.48255813,0.9839606,1.0416666666666667
12400,0.4883721,0.9820133,1.0555555555555556
12500,0.48255813,0.9824849,0.95
12600,0.49418604,0.9792372,1.0
12700,0.4883721,0.9814691,1.0
12800,0.4883721,0.9800617,1.0
12900,0.48255813,0.9833855,1.1774193548387097
13000,0.48255813,0.98435026,1.0
13100,0.4883721,0.9859738,1.22
13200,0.4883721,0.9813644,1.0555555555555556
13300,0.48255813,0.98325825,1.0869565217391304
13400,0.4883721,0.9803151,1.0555555555555556
13500,0.4883721,0.9805689,1.1176470588235294
13600,0.48255813,0.98207814,1.0735294117647058
13700,0.4883721,0.98177487,1.1363636363636365
13800,0.4883721,0.97968835,1.0
13900,0.48255813,0.9825474,1.0416666666666667
14000,0.49418604,0.97908324,1.0
14100,0.4883721,0.98108494,1.0869565217391304
14200,0.4883721,0.98354524,1.1875
14300,0.4883721,0.9807975,1.0
14400,0.49418604,0.9782168,0.9615384615384616
14500,0.5,0.9793409,1.1176470588235294
14600,0.48255813,0.98297876,0.95
14700,0.49418604,0.977918,0.9615384615384616
14800,0.4883721,0.9829035,1.0
14900,0.49418604,0.97987455,1.0555555555555556
15000,0.4883721,0.98265713,1.0555555555555556
15100,0.4883721,0.9792715,1.1730769230769231
15200,0.4883721,0.9830618,1.0555555555555556
15300,0.49418604,0.97944534,1.0
15400,0.4883721,0.98181874,1.0555555555555556
15500,0.4883721,0.98244226,1.0
15600,0.4883721,0.98038685,1.0555555555555556
15700,0.4883721,0.9820228,1.0
15800,0.4883721,0.9818371,0.95
15900,0.49418604,0.97928697,1.0555555555555556
16000,0.49418604,0.9800571,1.0
16100,0.49418604,0.9800115,1.0555555555555556
16200,0.4883721,0.9813489,1.0
16300,0.4883721,0.9824251,1.0
16400,0.4883721,0.98252636,0.95
16500,0.47674417,0.9850645,1.22
16600,0.4883721,0.9815118,1.0
16700,0.48255813,0.9834117,0.95
16800,0.47674417,0.98536503,1.22
16900,0.4883721,0.9797988,1.0869565217391304
17000,0.4883721,0.9807678,1.0555555555555556
17100,0.4883721,0.9807047,1.0416666666666667
17200,0.5,0.97919226,1.1176470588235294
17300,0.4883721,0.9817118,1.0
17400,0.5,0.97882885,0.95
17500,0.4883721,0.98015755,1.22
17600,0.4883721,0.981419,1.0
17700,0.4883721,0.98177445,1.0
17800,0.5,0.9788884,1.0555555555555556
17900,0.4883721,0.9806224,1.0555555555555556
18000,0.4883721,0.98210055,1.0869565217391304
18100,0.4883721,0.9804581,1.0
18200,0.4883721,0.98174447,1.0
18300,0.4883721,0.98148984,1.0869565217391304
18400,0.4883721,0.98147225,1.1296296296296295
18500,0.4883721,0.98086405,1.0869565217391304
18600,0.49418604,0.97995317,1.0
18700,0.4883721,0.9824126,1.0
18800,0.4883721,0.9815252,0.95
18900,0.4883721,0.98139375,1.0
19000,0.4883721,0.9796593,1.0416666666666667
19100,0.4883721,0.983254,1.1176470588235294
19200,0.4883721,0.98274654,1.1730769230769231
19300,0.4883721,0.981583,1.0869565217391304
19400,0.4883721,0.9820811,0.95
19500,0.4883721,0.9824206,1.0
19600,0.49418604,0.9794769,1.0
19700,0.48255813,0.9843307,1.0869565217391304
19800,0.4883721,0.9820615,0.95
19900,0.48255813,0.9845648,1.0416666666666667
20000,0.4883721,0.9819084,0.95
